Website,Timestamp,Archived URL
amazon,20180101000006,https://web.archive.org/web/20180101000006/https://amazon.com
amazon,20180113083809,https://web.archive.org/web/20180113083809/https://amazon.com
amazon,20180125132016,https://web.archive.org/web/20180125132016/https://amazon.com
amazon,20180207050752,https://web.archive.org/web/20180207050752/https://amazon.com
amazon,20180219221824,https://web.archive.org/web/20180219221824/https://amazon.com
amazon,20180304181622,https://web.archive.org/web/20180304181622/https://amazon.com
amazon,20180316113629,https://web.archive.org/web/20180316113629/https://amazon.com
amazon,20180326175834,https://web.archive.org/web/20180326175834/https://amazon.com
amazon,20180405062815,https://web.archive.org/web/20180405062815/https://amazon.com
amazon,20180416163750,https://web.archive.org/web/20180416163750/https://amazon.com
amazon,20180428011047,https://web.archive.org/web/20180428011047/https://amazon.com
amazon,20180509164352,https://web.archive.org/web/20180509164352/https://amazon.com
amazon,20180520062101,https://web.archive.org/web/20180520062101/https://amazon.com
amazon,20180531174953,https://web.archive.org/web/20180531174953/https://amazon.com
amazon,20180611203408,https://web.archive.org/web/20180611203408/https://amazon.com
amazon,20180613151739,https://web.archive.org/web/20180613151739/https://amazon.com
amazon,20180617202443,https://web.archive.org/web/20180617202443/https://amazon.com
amazon,20180622204553,https://web.archive.org/web/20180622204553/https://amazon.com
amazon,20180706142006,https://web.archive.org/web/20180706142006/https://amazon.com
amazon,20180718221312,https://web.archive.org/web/20180718221312/https://amazon.com
amazon,20180729190606,https://web.archive.org/web/20180729190606/https://amazon.com
amazon,20180802025822,https://web.archive.org/web/20180802025822/https://amazon.com
amazon,20180807071801,https://web.archive.org/web/20180807071801/https://amazon.com
amazon,20180815011702,https://web.archive.org/web/20180815011702/https://amazon.com
amazon,20180828215147,https://web.archive.org/web/20180828215147/https://amazon.com
amazon,20180911131009,https://web.archive.org/web/20180911131009/https://amazon.com
amazon,20180920182937,https://web.archive.org/web/20180920182937/https://amazon.com
amazon,20181001105833,https://web.archive.org/web/20181001105833/https://amazon.com
amazon,20181014140215,https://web.archive.org/web/20181014140215/https://amazon.com
amazon,20181030232725,https://web.archive.org/web/20181030232725/https://amazon.com
amazon,20181113134933,https://web.archive.org/web/20181113134933/https://amazon.com
