Website,Timestamp,Archived URL
usps,20171202144652,https://web.archive.org/web/20171202144652/https://usps.com
usps,20171221042606,https://web.archive.org/web/20171221042606/https://usps.com
usps,20180102075431,https://web.archive.org/web/20180102075431/https://usps.com
usps,20180130232944,https://web.archive.org/web/20180130232944/https://usps.com
usps,20180222193236,https://web.archive.org/web/20180222193236/https://usps.com
usps,20180310052806,https://web.archive.org/web/20180310052806/https://usps.com
usps,20180328052607,https://web.archive.org/web/20180328052607/https://usps.com
usps,20180414213004,https://web.archive.org/web/20180414213004/https://usps.com
usps,20180504115839,https://web.archive.org/web/20180504115839/https://usps.com
usps,20180531103303,https://web.archive.org/web/20180531103303/https://usps.com
usps,20180616000632,https://web.archive.org/web/20180616000632/https://usps.com
usps,20180629005049,https://web.archive.org/web/20180629005049/https://usps.com
usps,20180715005847,https://web.archive.org/web/20180715005847/https://usps.com
usps,20180725205821,https://web.archive.org/web/20180725205821/https://usps.com
usps,20180729230032,https://web.archive.org/web/20180729230032/https://usps.com
usps,20180805112802,https://web.archive.org/web/20180805112802/https://usps.com
usps,20180808101021,https://web.archive.org/web/20180808101021/https://usps.com
usps,20180811015843,https://web.archive.org/web/20180811015843/https://usps.com
usps,20180820165125,https://web.archive.org/web/20180820165125/https://usps.com
usps,20180902214157,https://web.archive.org/web/20180902214157/https://usps.com
usps,20180920044103,https://web.archive.org/web/20180920044103/https://usps.com
usps,20181011073438,https://web.archive.org/web/20181011073438/https://usps.com
usps,20181030140232,https://web.archive.org/web/20181030140232/https://usps.com
usps,20181118161223,https://web.archive.org/web/20181118161223/https://usps.com
usps,20181211235739,https://web.archive.org/web/20181211235739/https://usps.com
usps,20190102061737,https://web.archive.org/web/20190102061737/https://usps.com
usps,20190116181406,https://web.archive.org/web/20190116181406/https://usps.com
usps,20190128044834,https://web.archive.org/web/20190128044834/https://usps.com
usps,20190211225302,https://web.archive.org/web/20190211225302/https://usps.com
usps,20190225195958,https://web.archive.org/web/20190225195958/https://usps.com
usps,20190313145014,https://web.archive.org/web/20190313145014/https://usps.com
usps,20190329145929,https://web.archive.org/web/20190329145929/https://usps.com
usps,20190414145337,https://web.archive.org/web/20190414145337/https://usps.com
usps,20190505170226,https://web.archive.org/web/20190505170226/https://usps.com
usps,20190515125138,https://web.archive.org/web/20190515125138/https://usps.com
usps,20190524223507,https://web.archive.org/web/20190524223507/https://usps.com
usps,20190605124827,https://web.archive.org/web/20190605124827/https://usps.com
usps,20190616222320,https://web.archive.org/web/20190616222320/https://usps.com
usps,20190630094210,https://web.archive.org/web/20190630094210/https://usps.com
usps,20190710120711,https://web.archive.org/web/20190710120711/https://usps.com
usps,20190722191836,https://web.archive.org/web/20190722191836/https://usps.com
usps,20190803062949,https://web.archive.org/web/20190803062949/https://usps.com
usps,20190815231324,https://web.archive.org/web/20190815231324/https://usps.com
usps,20190825071626,https://web.archive.org/web/20190825071626/https://usps.com
usps,20190903165810,https://web.archive.org/web/20190903165810/https://usps.com
usps,20190916235838,https://web.archive.org/web/20190916235838/https://usps.com
usps,20191002041040,https://web.archive.org/web/20191002041040/https://usps.com
usps,20191014045206,https://web.archive.org/web/20191014045206/https://usps.com
usps,20191023043024,https://web.archive.org/web/20191023043024/https://usps.com
usps,20191103045837,https://web.archive.org/web/20191103045837/https://usps.com
usps,20191111232114,https://web.archive.org/web/20191111232114/https://usps.com
usps,20191124030007,https://web.archive.org/web/20191124030007/https://usps.com
usps,20191206012435,https://web.archive.org/web/20191206012435/https://usps.com
usps,20191216184210,https://web.archive.org/web/20191216184210/https://usps.com
usps,20191225213158,https://web.archive.org/web/20191225213158/https://usps.com
usps,20200108220846,https://web.archive.org/web/20200108220846/https://usps.com
usps,20200118022832,https://web.archive.org/web/20200118022832/https://usps.com
usps,20200126030409,https://web.archive.org/web/20200126030409/https://usps.com
usps,20200204095023,https://web.archive.org/web/20200204095023/https://usps.com
usps,20200214033133,https://web.archive.org/web/20200214033133/https://usps.com
usps,20200224221758,https://web.archive.org/web/20200224221758/https://usps.com
usps,20200305132420,https://web.archive.org/web/20200305132420/https://usps.com
usps,20200314145522,https://web.archive.org/web/20200314145522/https://usps.com
usps,20200327005930,https://web.archive.org/web/20200327005930/https://usps.com
usps,20200406070650,https://web.archive.org/web/20200406070650/https://usps.com
usps,20200414070404,https://web.archive.org/web/20200414070404/https://usps.com
usps,20200422050534,https://web.archive.org/web/20200422050534/https://usps.com
usps,20200430035626,https://web.archive.org/web/20200430035626/https://usps.com
usps,20200509074506,https://web.archive.org/web/20200509074506/https://usps.com
usps,20200516082257,https://web.archive.org/web/20200516082257/https://usps.com
usps,20200527012100,https://web.archive.org/web/20200527012100/https://usps.com
usps,20200601183935,https://web.archive.org/web/20200601183935/https://usps.com
usps,20200607073829,https://web.archive.org/web/20200607073829/https://usps.com
usps,20200613231713,https://web.archive.org/web/20200613231713/https://usps.com
usps,20200622053853,https://web.archive.org/web/20200622053853/https://usps.com
usps,20200630210942,https://web.archive.org/web/20200630210942/https://usps.com
usps,20200712023004,https://web.archive.org/web/20200712023004/https://usps.com
usps,20200720125041,https://web.archive.org/web/20200720125041/https://usps.com
usps,20200723130854,https://web.archive.org/web/20200723130854/https://usps.com
usps,20200801164649,https://web.archive.org/web/20200801164649/https://usps.com
usps,20200809142648,https://web.archive.org/web/20200809142648/https://usps.com
